"Label","Subject","Tracker","Timestamp","Target-ID","Target-X","Target-Y","Cursor-X","Cursor-Y","Actual-X","Actual-Y"
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:06:50",5,1910,10,1911,10,1840,136
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:06:54",35,1910,1070,1911,1072,1872,1055
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:06:56",34,1530,1070,1531,1070,1549,1062
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:06:59",4,1530,10,1530,9,1517,84
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:01",17,1910,434,1909,435,1874,539
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:04",28,1530,858,1530,857,1506,867
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:07",30,10,1070,10,1070,78,1074
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:09",18,10,646,11,645,92,711
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:12",34,1530,1070,1531,1070,1513,1078
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:14",20,770,646,768,646,765,715
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:19",17,1910,434,1910,434,1871,519
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:21",29,1910,858,1909,859,1848,915
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:24",25,390,858,389,859,404,885
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:26",15,1150,434,1150,432,1141,572
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:28",25,390,858,388,857,466,902
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:31",23,1910,646,1909,646,1870,769
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:33",7,390,222,390,220,443,276
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:36",26,770,858,769,856,796,881
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:38",3,1150,10,1149,9,1136,85
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:42",0,10,10,10,9,95,196
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:47",27,1150,858,1148,858,1177,932
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:49",24,10,858,10,859,81,910
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:54",14,770,434,768,432,799,485
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:56",9,1150,222,1151,221,1132,299
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:07:58",4,1530,10,1529,10,1499,133
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:00",33,1150,1070,1149,1070,1135,1068
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:03",32,770,1070,769,1068,808,1075
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:06",26,770,858,771,857,831,861
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:11",23,1910,646,1909,647,1868,675
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:14",11,1910,222,1909,223,1829,292
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:16",18,10,646,10,647,1829,292
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:19",11,1910,222,1909,221,1857,361
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:23",33,1150,1070,1150,1070,1194,1079
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:25",35,1910,1070,1909,1071,1834,1064
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:28",19,390,646,388,646,440,700
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:30",7,390,222,390,222,450,329
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:33",30,10,1070,10,1070,112,1075
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:35",15,1150,434,1150,432,1182,491
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:38",2,770,10,771,12,793,83
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:42",21,1150,646,1150,646,1140,694
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 22:08:46",20,770,646,769,646,817,717
