"Label","Subject","Tracker","Timestamp","Target-ID","Target-X","Target-Y","Cursor-X","Cursor-Y","Actual-X","Actual-Y"
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:38",5,1910,10,1908,9,1843,86
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:43",35,1910,1070,1909,1069,1865,1073
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:45",34,1530,1070,1531,1070,1538,1076
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:48",4,1530,10,1528,8,1533,76
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:50",17,1910,434,1909,434,1874,507
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:53",28,1530,858,1528,858,1495,886
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:55",30,10,1070,10,1072,48,1069
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:40:57",18,10,646,8,648,40,698
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:01",34,1530,1070,1531,1072,1506,1076
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:03",20,770,646,769,648,760,646
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:06",17,1910,434,1911,433,1907,412
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:08",29,1910,858,1912,858,1830,905
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:11",25,390,858,389,859,350,866
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:13",15,1150,434,1150,434,1150,350
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:15",25,390,858,388,859,418,885
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:18",23,1910,646,1911,645,1864,736
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:20",7,390,222,391,221,416,267
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:22",26,770,858,768,856,753,906
"bottom_mf","Tim","Gazepoint GP3","2021-07-05 23:41:24",3,1150,10,1150,9,1172,5
